date,price,c,d
2019/8/22,55.28,59.63,59.98
2019/8/21,55.6,60.27,60.44
2019/8/20,56.13,59.38,59.65
2019/8/19,56.19,58.89,60.11
2019/8/16,54.78,57.71,59.09
2019/8/15,54.46,57.48,57.62
2019/8/14,55.11,57.91,58.23
2019/8/13,57,59.64,59.89
2019/8/12,54.93,57.57,57.18
2019/8/9,54.36,57.73,57.37
2019/8/8,52.55,56.66,56.29
2019/8/7,51.09,56.71,56.39
2019/8/6,53.55,57.3,57.64
2019/8/5,54.58,58.15,58.54
2019/8/2,55.62,60.37,61.02
2019/8/1,53.59,59.5,60.14
2019/7/31,58.48,63.07,63.99
2019/7/30,58.04,63.97,63.31
2019/7/29,56.85,63.31,62.82
2019/7/26,56.03,62.76,62.7
2019/7/25,55.85,62.76,63.23
2019/7/24,55.87,62.48,62.95
2019/7/23,56.55,63.13,63.86
2019/7/22,55.84,61.99,62.34
2019/7/19,55.39,61.29,61.27
2019/7/18,55.05,61.03,61.39
2019/7/17,56.47,61.95,63.04
2019/7/16,57.41,62.67,63.63
2019/7/15,59.27,64.67,66.44
2019/7/12,59.96,65.1,66.67
2019/7/11,59.9,65.07,67.38
2019/7/10,60.25,65.48,67.49
2019/7/9,57.54,63.36,65.07
2019/7/8,57.32,62.45,64.25
2019/7/5,0,62.67,64.53
2019/7/4,0,61.54,63.51
2019/7/3,57.03,61.9,64.19
2019/7/2,55.97,61.14,62.56
2019/7/1,58.88,63.09,65.16
2019/6/28,58.17,63.57,67.28
2019/6/27,59.15,64.2,66.88
2019/6/26,59.14,63.91,66.62
2019/6/25,57.6,63.77,66.69
2019/6/24,57.68,62.81,65.63
2019/6/21,57.3,63.29,65.92
2019/6/20,56.83,63.1,66.23
2019/6/19,53.69,60.41,63.2
2019/6/18,53.81,60.08,63.03
2019/6/17,51.89,58.77,61.88
2019/6/14,52.42,59.63,63
2019/6/13,52.33,59.01,62.78
2019/6/12,51.08,58.03,60.7
2019/6/11,53.25,59.76,62.86
2019/6/10,53.28,60.31,63.71
2019/6/7,53.9,60.86,64.58
2019/6/6,52.54,59.46,64.08
2019/6/5,51.52,57.89,62.13
2019/6/4,53.45,59.45,63.28
2019/6/3,53.2,59.53,62.99
2019/5/31,53.44,61.01,66.44
2019/5/30,56.42,64.67,68.86
2019/5/29,58.79,67.43,71.61
2019/5/28,58.86,67.64,70.37
2019/5/27,0,67.6,0
2019/5/24,58.39,66.24,68.85
2019/5/23,57.62,65.65,68.75
2019/5/22,61.37,69.47,71.76
2019/5/21,62.97,70.79,72.85
2019/5/20,63.07,71.1,72.75
2019/5/17,62.72,71.17,73.61
2019/5/16,62.88,71.95,74.4
2019/5/15,61.98,70.8,72.86
2019/5/14,61.77,69.59,72.02
2019/5/13,60.92,68.95,71.45
2019/5/10,61.6,69.49,71.44
2019/5/9,61.53,68.47,70.58
2019/5/8,62.08,68.79,70.74
2019/5/7,61.36,69.56,71.23
2019/5/6,62.25,69.95,71.41
2019/5/3,61.93,70.12,71.41
2019/5/2,61.7,69.97,70.96
2019/5/1,63.5,71.23,72.38
2019/4/30,63.78,70.78,72.73
2019/4/29,63.36,71.85,71.33
2019/4/26,63.24,74.45,71.28
2019/4/25,65.18,73.41,74.1
2019/4/24,65.93,73.55,73.52
2019/4/23,66.19,73.55,74.17
2019/4/22,65.61,73.01,73.22
2019/4/18,63.97,71.33,70.87
2019/4/17,63.69,70.86,71
2019/4/16,63.96,71.31,71.56
2019/4/15,63.38,70.45,71.2
2019/4/12,63.81,70.33,71.54
2019/4/11,63.56,70.06,71.03
2019/4/10,64.57,70.53,71.76
2019/4/9,64,70.12,71.15
2019/4/8,64.32,70.46,71.35
2019/4/5,63.05,69.85,70.5
2019/4/4,62.07,69.04,69.58
2019/4/3,62.41,68.9,69.48
2019/4/2,62.48,68.93,69.64
2019/4/1,61.54,68.61,69.39
2019/3/29,60.14,68.39,68.38
2019/3/28,59.24,67.3,66.99
2019/3/27,59.34,67.12,67.1
2019/3/26,59.82,67.35,67.55
2019/3/25,58.66,67.19,67.66
2019/3/22,58.82,66.92,66.91
2019/3/21,59.93,67.64,68
2019/3/20,60.07,68.3,68.46
2019/3/19,59.07,67.6,67.29
2019/3/18,59.04,67.33,67.07
2019/3/15,58.46,67.23,66.42
2019/3/14,58.54,67.34,66.13
2019/3/13,58.22,67.87,66.4
2019/3/12,56.84,67.12,65.63
2019/3/11,56.74,67.15,65.65
2019/3/8,55.72,66.05,64.46
2019/3/7,56.55,66.36,65.03
2019/3/6,56.17,66.12,64.85
2019/3/5,56.5,66.49,64.14
2019/3/4,56.55,65.53,64.25
2019/3/1,55.71,65.12,63.69
2019/2/28,57.16,66.12,65.33
2019/2/27,56.87,66.48,65.52
2019/2/26,55.35,65.56,64.85
2019/2/25,55.29,64.87,63.89
2019/2/22,56.98,67.25,66.81
2019/2/21,56.9,67.18,66.75
2019/2/20,56.85,67.27,66.98
2019/2/19,56.07,66.17,66.08
2019/2/18,0,66.29,66.31
2019/2/15,55.53,66.26,66.03
2019/2/14,54.35,65.07,64.63
2019/2/13,53.79,64.05,63.27
2019/2/12,53.09,63.06,62.87
2019/2/11,52.38,61.59,61.49
2019/2/8,52.7,62.15,61.72
2019/2/7,52.63,61.64,61.28
2019/2/6,53.89,62.7,62.26
2019/2/5,53.64,62.18,61.65
2019/2/4,54.52,62.8,62.67
2019/2/1,55.24,62.75,62.57
2019/1/31,53.79,62.1,62.51
2019/1/30,54.13,61.63,61.55
2019/1/29,53.02,60.98,61.02
2019/1/28,51.74,59.68,59.93
2019/1/25,53.48,61.29,61.69
2019/1/24,52.84,60.7,61.22
2019/1/23,52.39,60.41,61.02
2019/1/22,52.54,60.82,61.3
2019/1/21,53.56,61.99,62.7
2019/1/18,53.55,62.01,62.17
2019/1/17,51.78,60.42,60.24
2019/1/16,52.03,60.18,60.09
2019/1/15,51.75,59.63,59.15
2019/1/14,50.26,58.33,57.75
2019/1/11,51.39,59.49,59.07
2019/1/10,52.37,60.14,60.49
2019/1/9,52.14,60,60.13
2019/1/8,49.53,57.49,57.54
2019/1/7,48.22,56.26,56.37
2019/1/4,47.71,55.57,55.86
2019/1/3,46.87,54.68,54.26
2019/1/2,46.26,53.26,52.83
2018/12/31,0,53.01,0
2018/12/28,45.1,51.23,50.56
2018/12/27,44.43,52.27,51.64
2018/12/26,45.99,53.09,52.52
2018/12/25,0,49.32,0
2018/12/24,42.25,48.81,50.78
2018/12/21,45.33,52.08,51.59
2018/12/20,45.59,53.38,52.79
2018/12/19,47.91,54.63,54.5
2018/12/18,46.07,54.42,54.49
2018/12/17,49.75,57.35,56.93
2018/12/14,51.21,58.42,58.55
2018/12/13,52.64,60,60.18
2018/12/12,50.99,58.6,59.13
2018/12/11,51.6,58.53,59.44
2018/12/10,51.02,57.79,59.4
2018/12/7,52.71,59.4,60.48
2018/12/6,51.49,58.22,58.12
2018/12/5,52.59,59.6,60.46
2018/12/4,53.16,60.14,60.78
2018/12/3,52.93,60.69,60.98
2018/11/30,50.73,57.37,57.51
2018/11/29,51.41,58.86,58.05
2018/11/28,50.01,58.3,57.42
2018/11/27,51.26,59.62,59.62
2018/11/26,51.36,59.19,59.36
2018/11/23,50.37,58.1,58.03
2018/11/22,53.97,61.54,60.95
2018/11/21,54.38,62.48,61.9
2018/11/20,53.34,61.47,60.55
2018/11/19,57.11,65.79,65.03
2018/11/16,56.44,65.33,64.92
2018/11/15,56.4,65.15,65.18
2018/11/14,56.11,64.47,64.22
2018/11/13,55.58,64.16,64.04
2018/11/12,59.8,67.84,68.14
2018/11/9,60.14,68.67,69.13
2018/11/8,60.66,69.45,68.58
2018/11/7,61.64,70.6,70.65
2018/11/6,62.11,70.19,70.75
2018/11/5,62.94,72.13,72.15
2018/11/2,63.07,71.2,71.22
2018/11/1,63.62,71.32,71.29
2018/10/31,65.26,73.87,74.64
2018/10/30,66.13,74.88,75.79
2018/10/29,66.95,75.52,77.19
2018/10/26,67.53,76.14,77.95
2018/10/25,67.15,74.96,76.9
2018/10/24,66.46,74.42,76.28
2018/10/23,66.44,74.63,77.39
2018/10/22,69.2,78.23,80.6
2018/10/19,69.11,77.89,80.12
2018/10/18,68.58,77.29,80.03
2018/10/17,69.58,78.24,80.2
2018/10/16,71.88,79.7,81.6
2018/10/15,71.79,78.62,80.89
2018/10/12,71.36,78.33,80.39
2018/10/11,70.92,78.69,80.86
2018/10/10,73.13,80.41,82.69
2018/10/9,74.9,82.74,85.17
2018/10/8,74.22,81.92,84.3
2018/10/5,74.21,82.3,84.36
2018/10/4,74.39,82.74,85.19
2018/10/3,76.35,83.93,86.47
2018/10/2,75.11,82.43,85.11
2018/10/1,75.32,82.76,85.39
2018/9/28,73.11,81.13,82.71
2018/9/27,72.13,79.74,81.64
2018/9/26,71.84,79.69,82.06
2018/9/25,73.02,79.15,81.36
2018/9/24,72.85,79.15,81.5
2018/9/21,70.75,76.58,78.83
2018/9/20,70.72,76.53,79.02
2018/9/19,71.03,77.3,79.66
2018/9/18,69.82,76.62,79.31
2018/9/17,68.81,75.66,77.84
2018/9/14,68.93,75.83,77.88
2018/9/13,68.55,76.2,77.87
2018/9/12,70.32,77.37,79.73
2018/9/11,69.24,77.47,79.22
2018/9/10,67.5,75.17,76.84
2018/9/7,67.68,74.56,75.96
2018/9/6,67.76,74.48,75.91
2018/9/5,68.64,74.99,76.51
2018/9/4,69.77,75.77,77
2018/9/3,70.2,75.96,77.49
2018/8/31,69.8,75.74,77.66
2018/8/30,70.25,75.67,77.77
2018/8/29,69.51,74.27,77.31
2018/8/28,68.53,75,75.9
2018/8/27,68.87,74.29,76.26
2018/8/24,68.72,74.07,75.6
